date,t1,c1,p1,sal,sv
20211003T000638.713Z,9.4615,3.39969,97.308,31.2679,1484.922
20211003T000639.718Z,9.4615,3.39968,97.308,31.2679,1484.922
20211003T000640.713Z,9.4614,3.39968,97.308,31.2679,1484.922
20211003T000641.717Z,9.4614,3.39967,97.308,31.2678,1484.922
20211003T000642.714Z,9.4614,3.39967,97.307,31.2678,1484.922
20211003T000643.778Z,9.4614,3.39966,97.308,31.2677,1484.922
20211003T000644.714Z,9.4614,3.39964,97.307,31.2675,1484.921
20211003T000645.789Z,9.4614,3.39963,97.307,31.2675,1484.921
20211003T000646.714Z,9.4613,3.39962,97.307,31.2674,1484.921
20211003T000647.716Z,9.4613,3.39962,97.308,31.2674,1484.921
20211003T000648.714Z,9.4612,3.39961,97.307,31.2674,1484.921
20211003T000649.845Z,9.4611,3.3996,97.308,31.2673,1484.92
20211003T000650.714Z,9.461,3.39959,97.307,31.2674,1484.92
20211003T000651.717Z,9.4609,3.39957,97.306,31.2672,1484.92
20211003T000652.715Z,9.4608,3.39957,97.307,31.2673,1484.919
20211003T000653.746Z,9.4608,3.39956,97.307,31.2673,1484.919
20211003T000654.714Z,9.4607,3.39956,97.307,31.2673,1484.919
20211003T000655.741Z,9.4605,3.39955,97.307,31.2674,1484.918
20211003T000656.719Z,9.4604,3.39954,97.307,31.2673,1484.918
20211003T000657.770Z,9.4603,3.39954,97.307,31.2674,1484.917
20211003T000658.714Z,9.4603,3.39952,97.306,31.2673,1484.917
20211003T000659.716Z,9.4601,3.39951,97.306,31.2674,1484.916
20211003T000700.729Z,9.4599,3.3995,97.306,31.2674,1484.916
20211003T000701.723Z,9.4598,3.39949,97.307,31.2673,1484.916
20211003T000702.715Z,9.4597,3.39948,97.307,31.2674,1484.915
20211003T000703.720Z,9.4595,3.39947,97.307,31.2675,1484.915
20211003T000704.715Z,9.4595,3.39947,97.306,31.2675,1484.914
20211003T000705.755Z,9.4594,3.39946,97.307,31.2674,1484.914
20211003T000706.714Z,9.4594,3.39944,97.307,31.2672,1484.914
20211003T000707.751Z,9.4593,3.39943,97.306,31.2672,1484.913
20211003T000708.713Z,9.4593,3.39943,97.306,31.2672,1484.913
20211003T000709.771Z,9.4591,3.39943,97.306,31.2674,1484.913
20211003T000710.714Z,9.4591,3.39941,97.306,31.2672,1484.913
20211003T000711.722Z,9.459,3.39942,97.305,31.2673,1484.912
20211003T000712.714Z,9.4589,3.39943,97.305,31.2675,1484.912
20211003T000713.850Z,9.459,3.39943,97.306,31.2675,1484.912
20211003T000714.714Z,9.4591,3.39944,97.305,31.2675,1484.913
20211003T000715.736Z,9.4593,3.39947,97.305,31.2677,1484.914
20211003T000716.714Z,9.4594,3.39948,97.306,31.2676,1484.914
20211003T000717.739Z,9.4593,3.39949,97.305,31.2678,1484.914
20211003T000718.714Z,9.4594,3.39951,97.305,31.2679,1484.915
20211003T000719.741Z,9.4597,3.39951,97.306,31.2677,1484.915
20211003T000720.714Z,9.4598,3.39952,97.306,31.2677,1484.916
20211003T000721.738Z,9.4598,3.39953,97.305,31.2677,1484.916
20211003T000722.714Z,9.46,3.39953,97.305,31.2677,1484.916
20211003T000723.728Z,9.4601,3.39954,97.305,31.2676,1484.917
20211003T000724.728Z,9.4603,3.39955,97.306,31.2676,1484.917
20211003T000725.720Z,9.4604,3.39955,97.306,31.2674,1484.918
20211003T000726.713Z,9.4606,3.39955,97.305,31.2673,1484.918
20211003T000727.715Z,9.4608,3.39954,97.305,31.2671,1484.919
20211003T000728.713Z,9.4608,3.39955,97.305,31.2671,1484.919
20211003T000729.721Z,9.4609,3.39955,97.305,31.267,1484.919
20211003T000730.714Z,9.4609,3.39953,97.305,31.2668,1484.919
20211003T000731.726Z,9.4608,3.39954,97.304,31.267,1484.919
20211003T000732.714Z,9.4609,3.39952,97.304,31.2668,1484.919
20211003T000733.741Z,9.4609,3.39952,97.305,31.2667,1484.919
20211003T000734.714Z,9.4609,3.39952,97.306,31.2667,1484.919
20211003T000735.747Z,9.4609,3.39952,97.305,31.2667,1484.919
20211003T000736.714Z,9.4609,3.3995,97.305,31.2666,1484.918
20211003T000737.810Z,9.4609,3.39951,97.305,31.2666,1484.919
20211003T000738.718Z,9.4609,3.39951,97.305,31.2666,1484.919
20211003T000739.817Z,9.4609,3.3995,97.305,31.2666,1484.918
20211003T000740.714Z,9.4608,3.3995,97.305,31.2666,1484.918
20211003T000741.720Z,9.4608,3.3995,97.305,31.2666,1484.918
20211003T000742.719Z,9.4608,3.3995,97.304,31.2666,1484.918
20211003T000743.732Z,9.4608,3.39951,97.305,31.2668,1484.918
20211003T000744.715Z,9.4608,3.39951,97.305,31.2667,1484.918
20211003T000745.742Z,9.4607,3.39952,97.304,31.2669,1484.918
20211003T000746.718Z,9.4608,3.39952,97.305,31.2669,1484.918
20211003T000747.764Z,9.4609,3.39953,97.305,31.2669,1484.919
20211003T000748.727Z,9.461,3.39954,97.304,31.2669,1484.919
20211003T000749.731Z,9.4608,3.39954,97.305,31.267,1484.919
20211003T000750.716Z,9.4608,3.39954,97.305,31.267,1484.919
20211003T000751.722Z,9.4607,3.39956,97.304,31.2673,1484.919
20211003T000752.714Z,9.4608,3.39955,97.304,31.2671,1484.919
20211003T000753.715Z,9.4609,3.39957,97.304,31.2672,1484.919
20211003T000754.714Z,9.461,3.39957,97.305,31.2672,1484.92
20211003T000755.748Z,9.461,3.39957,97.304,31.2672,1484.92
20211003T000756.714Z,9.4611,3.39958,97.304,31.2673,1484.92
20211003T000757.740Z,9.4611,3.39957,97.304,31.2671,1484.92
20211003T000758.714Z,9.4612,3.39959,97.305,31.2671,1484.92
20211003T000759.749Z,9.4612,3.39958,97.305,31.2671,1484.92
20211003T000800.714Z,9.4611,3.39957,97.305,31.2671,1484.92
20211003T000801.716Z,9.4611,3.39959,97.304,31.2673,1484.92
20211003T000802.714Z,9.4611,3.39958,97.305,31.2673,1484.92
20211003T000803.750Z,9.4611,3.39959,97.306,31.2672,1484.92
20211003T000804.714Z,9.4611,3.39959,97.306,31.2672,1484.92
20211003T000805.769Z,9.4611,3.39958,97.305,31.2673,1484.92
20211003T000806.714Z,9.4611,3.39958,97.305,31.2673,1484.92
20211003T000807.728Z,9.4611,3.3996,97.306,31.2673,1484.92
20211003T000808.714Z,9.4611,3.39959,97.305,31.2673,1484.92
20211003T000809.798Z,9.4612,3.39959,97.304,31.2672,1484.92
20211003T000810.714Z,9.4612,3.3996,97.305,31.2673,1484.921
20211003T000811.726Z,9.4612,3.39959,97.305,31.2672,1484.92
20211003T000812.715Z,9.4612,3.39961,97.305,31.2674,1484.921
20211003T000813.733Z,9.4613,3.39961,97.304,31.2673,1484.921
20211003T000814.714Z,9.4613,3.39961,97.304,31.2673,1484.921
20211003T000815.761Z,9.4612,3.39961,97.305,31.2674,1484.921
20211003T000816.715Z,9.4612,3.39961,97.305,31.2673,1484.921
20211003T000817.766Z,9.4612,3.39961,97.306,31.2674,1484.921
20211003T000818.715Z,9.4612,3.3996,97.305,31.2673,1484.92
20211003T000819.719Z,9.4612,3.3996,97.305,31.2673,1484.921
20211003T000820.714Z,9.4613,3.3996,97.305,31.2672,1484.921
20211003T000821.772Z,9.4613,3.39959,97.304,31.2672,1484.921
20211003T000822.713Z,9.4613,3.39959,97.304,31.2671,1484.921
20211003T000823.754Z,9.4614,3.3996,97.304,31.2671,1484.921
20211003T000824.719Z,9.4613,3.39959,97.305,31.2671,1484.921
20211003T000825.818Z,9.4613,3.3996,97.304,31.2672,1484.921
20211003T000826.715Z,9.4613,3.39958,97.305,31.267,1484.921
20211003T000827.813Z,9.4613,3.39958,97.303,31.267,1484.921
20211003T000828.715Z,9.4614,3.39959,97.304,31.2671,1484.921
20211003T000829.717Z,9.4614,3.39959,97.305,31.267,1484.921
20211003T000830.714Z,9.4614,3.39958,97.303,31.267,1484.921
20211003T000831.737Z,9.4613,3.39957,97.304,31.2669,1484.921
20211003T000832.716Z,9.4613,3.39958,97.304,31.267,1484.921
20211003T000833.754Z,9.4614,3.39958,97.305,31.2669,1484.921
20211003T000834.714Z,9.4615,3.39957,97.303,31.2668,1484.921
20211003T000835.720Z,9.4614,3.39957,97.303,31.2668,1484.921
20211003T000836.714Z,9.4614,3.39957,97.303,31.2668,1484.921
20211003T000837.730Z,9.4615,3.39956,97.304,31.2666,1484.921
20211003T000838.715Z,9.4616,3.39956,97.304,31.2666,1484.921
20211003T000839.771Z,9.4616,3.39955,97.303,31.2665,1484.921
20211003T000840.715Z,9.4616,3.39957,97.304,31.2666,1484.921
20211003T000841.725Z,9.4616,3.39955,97.303,31.2665,1484.921
20211003T000842.715Z,9.4615,3.39955,97.303,31.2665,1484.921
20211003T000843.781Z,9.4614,3.39955,97.304,31.2666,1484.92
20211003T000844.715Z,9.4614,3.39955,97.304,31.2666,1484.92
20211003T000845.741Z,9.4614,3.39955,97.303,31.2666,1484.92
20211003T000846.715Z,9.4613,3.39955,97.303,31.2667,1484.92
20211003T000847.757Z,9.4613,3.39955,97.302,31.2667,1484.92
20211003T000848.714Z,9.4613,3.39955,97.304,31.2667,1484.92
20211003T000849.821Z,9.4612,3.39955,97.302,31.2668,1484.92
20211003T000850.713Z,9.4612,3.39954,97.302,31.2667,1484.92
20211003T000851.764Z,9.4611,3.39953,97.303,31.2666,1484.919
20211003T000852.714Z,9.461,3.39954,97.303,31.2669,1484.919
20211003T000853.734Z,9.4608,3.39953,97.304,31.2669,1484.919
20211003T000854.714Z,9.4609,3.39953,97.303,31.2669,1484.919
20211003T000855.789Z,9.4608,3.39953,97.304,31.2669,1484.919
20211003T000856.713Z,9.4608,3.39954,97.303,31.267,1484.919
20211003T000857.773Z,9.4608,3.39953,97.304,31.2669,1484.919
20211003T000858.715Z,9.4608,3.39953,97.302,31.2669,1484.919
20211003T000859.816Z,9.4608,3.39954,97.302,31.267,1484.919
20211003T000900.715Z,9.4609,3.39953,97.302,31.2669,1484.919
20211003T000901.770Z,9.4609,3.39953,97.303,31.2669,1484.919
20211003T000902.714Z,9.461,3.39953,97.302,31.2667,1484.919
20211003T000903.728Z,9.461,3.39953,97.303,31.2667,1484.919
20211003T000904.714Z,9.461,3.39952,97.303,31.2667,1484.919
20211003T000905.810Z,9.461,3.39952,97.303,31.2667,1484.919
20211003T000906.715Z,9.4612,3.39953,97.303,31.2666,1484.92
20211003T000907.722Z,9.4612,3.39953,97.303,31.2666,1484.92
20211003T000908.715Z,9.4613,3.39953,97.303,31.2665,1484.92
20211003T000909.762Z,9.4613,3.39953,97.303,31.2664,1484.92
20211003T000910.719Z,9.4614,3.39953,97.303,31.2664,1484.92
20211003T000911.794Z,9.4613,3.39953,97.303,31.2665,1484.92
20211003T000912.715Z,9.4613,3.39952,97.302,31.2664,1484.92
20211003T000913.719Z,9.4612,3.39953,97.303,31.2666,1484.92
20211003T000914.714Z,9.4612,3.39952,97.303,31.2665,1484.919
20211003T000915.720Z,9.4611,3.39952,97.302,31.2666,1484.919
20211003T000916.714Z,9.4611,3.39952,97.302,31.2665,1484.919
20211003T000917.717Z,9.4611,3.39952,97.303,31.2666,1484.919
20211003T000918.716Z,9.4612,3.39952,97.303,31.2665,1484.919
20211003T000919.717Z,9.4611,3.39952,97.302,31.2666,1484.919
20211003T000920.714Z,9.461,3.39952,97.303,31.2666,1484.919
20211003T000921.758Z,9.4611,3.39952,97.303,31.2666,1484.919
20211003T000922.714Z,9.461,3.39952,97.303,31.2667,1484.919
20211003T000923.718Z,9.4609,3.39952,97.302,31.2667,1484.919
20211003T000924.715Z,9.4609,3.39952,97.303,31.2668,1484.919
20211003T000925.731Z,9.4609,3.39953,97.303,31.2668,1484.919
20211003T000926.728Z,9.4608,3.39952,97.302,31.2668,1484.919
20211003T000927.866Z,9.4609,3.39953,97.302,31.2668,1484.919
20211003T000928.716Z,9.4609,3.39953,97.301,31.2669,1484.919
20211003T000929.737Z,9.4609,3.39953,97.302,31.2668,1484.919
20211003T000930.715Z,9.461,3.39953,97.301,31.2668,1484.919
20211003T000931.759Z,9.4611,3.39954,97.302,31.2668,1484.919
20211003T000932.714Z,9.4611,3.39954,97.302,31.2668,1484.92
20211003T000933.717Z,9.4611,3.39954,97.302,31.2668,1484.919
20211003T000934.715Z,9.4612,3.39952,97.302,31.2665,1484.92
20211003T000935.726Z,9.4612,3.39954,97.303,31.2667,1484.92
20211003T000936.715Z,9.4612,3.39954,97.302,31.2667,1484.92
20211003T000937.783Z,9.4612,3.39954,97.303,31.2667,1484.92
20211003T000938.714Z,9.4612,3.39954,97.303,31.2667,1484.92
20211003T000939.722Z,9.4612,3.39955,97.301,31.2668,1484.92
20211003T000940.715Z,9.4613,3.39955,97.302,31.2667,1484.92
20211003T000941.723Z,9.4613,3.39955,97.301,31.2667,1484.92
20211003T000942.714Z,9.4613,3.39954,97.302,31.2666,1484.92
20211003T000943.750Z,9.4613,3.39954,97.302,31.2666,1484.92
20211003T000944.713Z,9.4614,3.39954,97.301,31.2665,1484.92
20211003T000945.727Z,9.4613,3.39953,97.302,31.2665,1484.92
20211003T000946.714Z,9.4613,3.39954,97.301,31.2666,1484.92
20211003T000947.716Z,9.4614,3.39954,97.301,31.2666,1484.92
20211003T000948.714Z,9.4614,3.39954,97.303,31.2666,1484.92
20211003T000949.720Z,9.4613,3.39954,97.301,31.2666,1484.92
20211003T000950.728Z,9.4613,3.39955,97.301,31.2667,1484.92
20211003T000951.781Z,9.4614,3.39954,97.301,31.2665,1484.92
20211003T000952.719Z,9.4612,3.39954,97.301,31.2666,1484.92
20211003T000953.793Z,9.4612,3.39954,97.301,31.2667,1484.92
20211003T000954.714Z,9.4611,3.39954,97.302,31.2668,1484.919
20211003T000955.718Z,9.4609,3.39953,97.302,31.2668,1484.919
20211003T000956.719Z,9.4609,3.39952,97.302,31.2667,1484.919
20211003T000957.772Z,9.4609,3.39951,97.302,31.2666,1484.919
20211003T000958.715Z,9.4609,3.39951,97.302,31.2666,1484.919
20211003T000959.766Z,9.4609,3.3995,97.301,31.2665,1484.918
20211003T001000.716Z,9.4609,3.39948,97.301,31.2663,1484.918
20211003T001001.769Z,9.4608,3.39948,97.301,31.2664,1484.918
20211003T001002.715Z,9.4608,3.39948,97.301,31.2665,1484.918
20211003T001003.745Z,9.4608,3.39947,97.301,31.2663,1484.918
20211003T001004.717Z,9.4608,3.39949,97.301,31.2665,1484.918
20211003T001005.719Z,9.4608,3.39948,97.301,31.2665,1484.918
20211003T001006.715Z,9.4608,3.39949,97.302,31.2665,1484.918
20211003T001007.733Z,9.4609,3.39948,97.302,31.2664,1484.918
20211003T001008.714Z,9.4611,3.39949,97.301,31.2663,1484.919
20211003T001009.731Z,9.4612,3.3995,97.301,31.2662,1484.919
20211003T001010.713Z,9.4611,3.3995,97.301,31.2663,1484.919
20211003T001011.762Z,9.4612,3.39951,97.3,31.2663,1484.919
20211003T001012.714Z,9.4613,3.39951,97.301,31.2662,1484.919
20211003T001013.745Z,9.4614,3.39951,97.301,31.2662,1484.92
20211003T001014.714Z,9.4614,3.3995,97.301,31.2661,1484.92
20211003T001015.787Z,9.4614,3.39951,97.301,31.2662,1484.92
20211003T001016.714Z,9.4614,3.39952,97.3,31.2663,1484.92
20211003T001017.758Z,9.4615,3.39952,97.301,31.2662,1484.92
20211003T001018.714Z,9.4615,3.39952,97.301,31.2662,1484.92
20211003T001019.757Z,9.4615,3.39953,97.3,31.2663,1484.92
20211003T001020.714Z,9.4615,3.39953,97.302,31.2663,1484.92
20211003T001021.759Z,9.4615,3.39953,97.3,31.2663,1484.92
20211003T001022.714Z,9.4614,3.39952,97.3,31.2662,1484.92
20211003T001023.721Z,9.4614,3.39951,97.301,31.2662,1484.92
20211003T001024.715Z,9.4614,3.39951,97.3,31.2662,1484.92
20211003T001025.800Z,9.4615,3.39952,97.302,31.2662,1484.92
20211003T001026.715Z,9.4615,3.39951,97.301,31.2662,1484.92
20211003T001027.868Z,9.4615,3.39952,97.3,31.2662,1484.92
20211003T001028.715Z,9.4615,3.39952,97.3,31.2662,1484.92
20211003T001029.747Z,9.4616,3.39952,97.3,31.2662,1484.92
20211003T001030.714Z,9.4617,3.39952,97.3,31.266,1484.921
20211003T001031.722Z,9.4618,3.39953,97.3,31.2661,1484.921
20211003T001032.715Z,9.4617,3.39952,97.3,31.2661,1484.921
20211003T001033.791Z,9.4616,3.39953,97.3,31.2662,1484.921
20211003T001034.715Z,9.4616,3.39953,97.3,31.2662,1484.921
20211003T001035.749Z,9.4616,3.39953,97.3,31.2662,1484.921
20211003T001036.715Z,9.4616,3.39955,97.3,31.2664,1484.921
20211003T001037.775Z,9.4617,3.39954,97.299,31.2662,1484.921
20211003T001038.718Z,9.4617,3.39954,97.299,31.2663,1484.921
20211003T001039.731Z,9.4617,3.39954,97.301,31.2662,1484.921
20211003T001040.714Z,9.4617,3.39955,97.3,31.2663,1484.921
20211003T001041.737Z,9.4617,3.39955,97.299,31.2664,1484.921
20211003T001042.715Z,9.4616,3.39954,97.301,31.2663,1484.921
20211003T001043.719Z,9.4616,3.39955,97.299,31.2664,1484.921
20211003T001044.715Z,9.4616,3.39954,97.3,31.2663,1484.921
20211003T001045.720Z,9.4616,3.39954,97.3,31.2664,1484.921
20211003T001046.717Z,9.4616,3.39954,97.3,31.2663,1484.921
20211003T001047.741Z,9.4616,3.39955,97.3,31.2665,1484.921
20211003T001048.715Z,9.4616,3.39955,97.3,31.2664,1484.921
20211003T001049.729Z,9.4616,3.39954,97.298,31.2663,1484.921
20211003T001050.715Z,9.4617,3.39955,97.299,31.2664,1484.921
20211003T001051.812Z,9.4617,3.39955,97.3,31.2663,1484.921
20211003T001052.714Z,9.4617,3.39954,97.299,31.2662,1484.921
20211003T001053.716Z,9.4616,3.39954,97.3,31.2663,1484.921
20211003T001054.714Z,9.4615,3.39954,97.3,31.2665,1484.92
20211003T001055.729Z,9.4615,3.39954,97.3,31.2665,1484.92
20211003T001056.715Z,9.4615,3.39954,97.3,31.2664,1484.92
20211003T001057.795Z,9.4615,3.39955,97.3,31.2665,1484.921
20211003T001058.715Z,9.4616,3.39954,97.299,31.2663,1484.921
20211003T001059.796Z,9.4617,3.39954,97.298,31.2662,1484.921
20211003T001100.714Z,9.4616,3.39953,97.298,31.2662,1484.921
20211003T001101.806Z,9.4615,3.39952,97.299,31.2663,1484.92
20211003T001102.714Z,9.4615,3.39952,97.299,31.2662,1484.92
20211003T001103.804Z,9.4615,3.39952,97.299,31.2662,1484.92
20211003T001104.716Z,9.4615,3.39951,97.299,31.2661,1484.92
20211003T001105.728Z,9.4615,3.39951,97.299,31.2661,1484.92
20211003T001106.713Z,9.4615,3.39951,97.298,31.2661,1484.92
20211003T001107.717Z,9.4615,3.39951,97.299,31.2661,1484.92
20211003T001108.713Z,9.4615,3.3995,97.3,31.266,1484.92
20211003T001109.717Z,9.4615,3.3995,97.299,31.266,1484.92
20211003T001110.715Z,9.4616,3.3995,97.299,31.2659,1484.92
20211003T001111.809Z,9.4616,3.39951,97.299,31.266,1484.92
20211003T001112.713Z,9.4616,3.3995,97.299,31.2659,1484.92
20211003T001113.725Z,9.4616,3.3995,97.298,31.2659,1484.92
20211003T001114.714Z,9.4615,3.3995,97.298,31.266,1484.92
20211003T001115.777Z,9.4615,3.3995,97.299,31.266,1484.92
20211003T001116.713Z,9.4615,3.3995,97.299,31.266,1484.92
20211003T001117.801Z,9.4615,3.3995,97.299,31.2661,1484.92
20211003T001118.715Z,9.4614,3.39948,97.299,31.2659,1484.92
20211003T001119.729Z,9.4614,3.39949,97.299,31.266,1484.92
20211003T001120.715Z,9.4614,3.39949,97.299,31.266,1484.919
20211003T001121.799Z,9.4614,3.39948,97.298,31.266,1484.919
20211003T001122.714Z,9.4614,3.39949,97.299,31.266,1484.92
20211003T001123.729Z,9.4614,3.39949,97.298,31.266,1484.919
20211003T001124.719Z,9.4614,3.39948,97.299,31.2659,1484.919
20211003T001125.720Z,9.4614,3.39948,97.298,31.2659,1484.919
20211003T001126.715Z,9.4615,3.39948,97.298,31.2658,1484.92
20211003T001127.730Z,9.4614,3.39949,97.298,31.2659,1484.92
20211003T001128.729Z,9.4614,3.39948,97.298,31.2659,1484.919
20211003T001129.831Z,9.4615,3.39948,97.299,31.2658,1484.92
20211003T001130.715Z,9.4615,3.39948,97.298,31.2658,1484.92
20211003T001131.723Z,9.4615,3.39948,97.298,31.2658,1484.92
20211003T001132.716Z,9.4615,3.39948,97.298,31.2658,1484.92
20211003T001133.748Z,9.4615,3.39948,97.299,31.2658,1484.92
20211003T001134.714Z,9.4615,3.39948,97.297,31.2658,1484.92
20211003T001135.741Z,9.4615,3.39949,97.298,31.2659,1484.92
20211003T001136.715Z,9.4615,3.39948,97.299,31.2658,1484.92
20211003T001137.728Z,9.4615,3.39948,97.298,31.2658,1484.92
20211003T001138.714Z,9.4616,3.39948,97.297,31.2658,1484.92
20211003T001139.722Z,9.4616,3.39949,97.299,31.2658,1484.92
20211003T001140.714Z,9.4616,3.39949,97.298,31.2657,1484.92
20211003T001141.749Z,9.4616,3.39949,97.297,31.2658,1484.92
20211003T001142.715Z,9.4617,3.3995,97.298,31.2658,1484.92
20211003T001143.807Z,9.4616,3.39949,97.298,31.2658,1484.92
20211003T001144.715Z,9.4617,3.39949,97.298,31.2658,1484.92
20211003T001145.774Z,9.4618,3.3995,97.297,31.2657,1484.921
20211003T001146.715Z,9.4618,3.3995,97.297,31.2658,1484.921
20211003T001147.754Z,9.4618,3.39951,97.298,31.2658,1484.921
20211003T001148.715Z,9.4619,3.39951,97.298,31.2657,1484.921
20211003T001149.751Z,9.4619,3.3995,97.298,31.2657,1484.921
20211003T001150.714Z,9.4619,3.39951,97.298,31.2657,1484.921
20211003T001151.729Z,9.462,3.39951,97.298,31.2657,1484.921
20211003T001152.728Z,9.4621,3.39951,97.298,31.2656,1484.921
20211003T001153.783Z,9.462,3.3995,97.297,31.2656,1484.921
20211003T001154.715Z,9.462,3.3995,97.297,31.2656,1484.921
20211003T001155.766Z,9.4619,3.3995,97.297,31.2657,1484.921
20211003T001156.715Z,9.4619,3.3995,97.298,31.2657,1484.921
20211003T001157.731Z,9.4618,3.3995,97.297,31.2657,1484.921
20211003T001158.715Z,9.4619,3.39949,97.297,31.2656,1484.921
20211003T001159.731Z,9.4618,3.39948,97.297,31.2656,1484.921
20211003T001200.714Z,9.4618,3.39948,97.297,31.2655,1484.921
20211003T001201.765Z,9.4618,3.39948,97.298,31.2656,1484.92
20211003T001202.714Z,9.4618,3.39948,97.297,31.2656,1484.92
20211003T001203.795Z,9.4618,3.39947,97.297,31.2655,1484.92
20211003T001204.714Z,9.4619,3.39949,97.297,31.2655,1484.921
20211003T001205.721Z,9.4619,3.39947,97.297,31.2653,1484.921
20211003T001206.714Z,9.462,3.39947,97.298,31.2653,1484.921
20211003T001207.741Z,9.4619,3.39947,97.297,31.2654,1484.921
20211003T001208.714Z,9.4619,3.39947,97.297,31.2654,1484.921
20211003T001209.728Z,9.4619,3.39947,97.297,31.2654,1484.921
20211003T001210.718Z,9.4619,3.39946,97.297,31.2653,1484.92
20211003T001211.722Z,9.4619,3.39947,97.297,31.2654,1484.921
20211003T001212.715Z,9.4618,3.39947,97.297,31.2655,1484.92
20211003T001213.741Z,9.4618,3.39947,97.297,31.2654,1484.92
20211003T001214.716Z,9.4618,3.39946,97.296,31.2654,1484.92
20211003T001215.744Z,9.4619,3.39947,97.296,31.2654,1484.921
20211003T001216.728Z,9.4618,3.39946,97.296,31.2653,1484.92
20211003T001217.723Z,9.4618,3.39947,97.297,31.2655,1484.92
20211003T001218.717Z,9.4619,3.39945,97.297,31.2652,1484.92
20211003T001219.731Z,9.4619,3.39947,97.296,31.2654,1484.921
20211003T001220.714Z,9.4618,3.39946,97.296,31.2653,1484.92
20211003T001221.779Z,9.4619,3.39947,97.297,31.2653,1484.921
20211003T001222.715Z,9.4619,3.39947,97.297,31.2654,1484.921
20211003T001223.762Z,9.4619,3.39946,97.296,31.2652,1484.92
20211003T001224.714Z,9.4619,3.39946,97.297,31.2652,1484.921
20211003T001225.727Z,9.4619,3.39948,97.296,31.2654,1484.921
20211003T001226.715Z,9.4618,3.39946,97.296,31.2654,1484.92
20211003T001227.740Z,9.4619,3.39946,97.297,31.2653,1484.92
20211003T001228.713Z,9.4618,3.39946,97.296,31.2654,1484.92
20211003T001229.786Z,9.4617,3.39948,97.296,31.2656,1484.92
20211003T001230.714Z,9.4616,3.39946,97.297,31.2655,1484.92
20211003T001231.742Z,9.4616,3.39946,97.296,31.2655,1484.92
20211003T001232.715Z,9.4616,3.39947,97.296,31.2656,1484.92
20211003T001233.753Z,9.4615,3.39945,97.296,31.2655,1484.919
20211003T001234.716Z,9.4616,3.39945,97.296,31.2655,1484.92
20211003T001235.722Z,9.4616,3.39945,97.295,31.2654,1484.92
20211003T001236.714Z,9.4616,3.39945,97.296,31.2654,1484.92
20211003T001237.750Z,9.4616,3.39945,97.296,31.2654,1484.92
